ID,Año del hecho,Sexo de la victima,Grupo de edad de la victima,Mes del hecho,Dia del hecho,Departamento del hecho DANE,Municipio del hecho DANE,Lesion fatal de causa externa,Estado
8821,2017,Hombre,(40 a 44),Marzo,Viernes,Antioquia,Santa Rosa de Osos,Violenta - Muertes en accidentes de transporte,Datos definitivos
8822,2017,Mujer,(20 a 24),Abril,Viernes,Antioquia,Santa Rosa de Osos,Violenta - Muertes en accidentes de transporte,Datos definitivos
8823,2017,Hombre,(30 a 34),Enero,Lunes,Cauca,Santander de Quilichao,Violenta - Muertes en accidentes de transporte,Datos definitivos
8824,2017,Hombre,(25 a 29),Enero,Viernes,Cauca,Santander de Quilichao,Violenta - Muertes en accidentes de transporte,Datos definitivos
8825,2017,Hombre,(20 a 24),Febrero,Domingo,Cauca,Santander de Quilichao,Violenta - Muertes en accidentes de transporte,Datos definitivos
8826,2017,Hombre,(45 a 49),Febrero,Domingo,Cauca,Santander de Quilichao,Violenta - Muertes en accidentes de transporte,Datos definitivos
8827,2017,Hombre,(20 a 24),Febrero,Miércoles,Cauca,Santander de Quilichao,Violenta - Muertes en accidentes de transporte,Datos definitivos
8828,2017,Mujer,(35 a 39),Febrero,Jueves,Cauca,Santander de Quilichao,Violenta - Muertes en accidentes de transporte,Datos definitivos
8829,2017,Hombre,(70 a 74),Marzo,Domingo,Cauca,Santander de Quilichao,Violenta - Muertes en accidentes de transporte,Datos definitivos
8830,2017,Hombre,(50 a 54),Marzo,Martes,Cauca,Corinto,Violenta - Muertes en accidentes de transporte,Datos definitivos
8831,2017,Mujer,(18 a 19),Marzo,Sábado,Cauca,Santander de Quilichao,Violenta - Muertes en accidentes de transporte,Datos definitivos
8832,2017,Hombre,(30 a 34),Marzo,Jueves,Cauca,Piendamó,Violenta - Muertes en accidentes de transporte,Datos definitivos
8833,2017,Hombre,(05 a 09),Marzo,Viernes,Cauca,Santander de Quilichao,Violenta - Muertes en accidentes de transporte,Datos definitivos
8834,2017,Hombre,(20 a 24),Marzo,Martes,Cauca,Corinto,Violenta - Muertes en accidentes de transporte,Datos definitivos
8835,2017,Hombre,(25 a 29),Abril,Domingo,Cauca,Santander de Quilichao,Violenta - Muertes en accidentes de transporte,Datos definitivos
8836,2017,Hombre,(35 a 39),Abril,Domingo,Cauca,Buenos Aires,Violenta - Muertes en accidentes de transporte,Datos definitivos
8837,2017,Hombre,(20 a 24),Abril,Domingo,Cauca,Buenos Aires,Violenta - Muertes en accidentes de transporte,Datos definitivos
8838,2017,Hombre,(60 a 64),Marzo,Domingo,Antioquia,El Santuario,Violenta - Muertes en accidentes de transporte,Datos definitivos
8839,2017,Hombre,(15 a 17),Abril,Domingo,Antioquia,El Santuario,Violenta - Muertes en accidentes de transporte,Datos definitivos
8840,2017,Mujer,(45 a 49),Abril,Domingo,Antioquia,El Santuario,Violenta - Muertes en accidentes de transporte,Datos definitivos
8841,2017,Hombre,(45 a 49),Abril,Viernes,Arauca,Arauquita,Violenta - Muertes en accidentes de transporte,Datos definitivos
8842,2017,Hombre,(30 a 34),Abril,Jueves,Arauca,Arauquita,Violenta - Muertes en accidentes de transporte,Datos definitivos
8843,2017,Hombre,(65 a 69),Enero,Martes,Norte de Santander,Toledo,Violenta - Muertes en accidentes de transporte,Datos definitivos
8844,2017,Hombre,(35 a 39),Enero,Domingo,Arauca,Saravena,Violenta - Muertes en accidentes de transporte,Datos definitivos
8845,2017,Hombre,(50 a 54),Enero,Viernes,Arauca,Arauquita,Violenta - Muertes en accidentes de transporte,Datos definitivos
8846,2017,Hombre,(25 a 29),Febrero,Domingo,Arauca,Arauquita,Violenta - Muertes en accidentes de transporte,Datos definitivos
8847,2017,Hombre,(25 a 29),Marzo,Lunes,Arauca,Fortul,Violenta - Muertes en accidentes de transporte,Datos definitivos
8848,2017,Hombre,(20 a 24),Abril,Domingo,Arauca,Fortul,Violenta - Muertes en accidentes de transporte,Datos definitivos
8849,2017,Hombre,(18 a 19),Abril,Viernes,Arauca,Saravena,Violenta - Muertes en accidentes de transporte,Datos definitivos
8850,2017,Hombre,(50 a 54),Enero,Domingo,Cundinamarca,Tenjo,Violenta - Muertes en accidentes de transporte,Datos definitivos
8851,2017,Hombre,(55 a 59),Enero,Lunes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8852,2017,Hombre,(55 a 59),Enero,Martes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8853,2017,Hombre,(20 a 24),Enero,Jueves,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8854,2017,Hombre,(25 a 29),Enero,Domingo,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8855,2017,Hombre,(30 a 34),Enero,Domingo,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8856,2017,Hombre,(55 a 59),Enero,Sábado,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8857,2017,Hombre,(65 a 69),Enero,Martes,Tolima,Espinal,Violenta - Muertes en accidentes de transporte,Datos definitivos
8858,2017,Hombre,(75 a 79),Enero,Miércoles,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8859,2017,Hombre,(75 a 79),Enero,Martes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8860,2017,Hombre,(75 a 79),Enero,Martes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8861,2017,Hombre,(20 a 24),Enero,Martes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8862,2017,Mujer,(50 a 54),Enero,Lunes,Tolima,Espinal,Violenta - Muertes en accidentes de transporte,Datos definitivos
8863,2017,Hombre,(40 a 44),Enero,Viernes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8864,2017,Hombre,(70 a 74),Enero,Viernes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8865,2017,Mujer,(18 a 19),Enero,Jueves,Cundinamarca,Madrid,Violenta - Muertes en accidentes de transporte,Datos definitivos
8866,2017,Hombre,(25 a 29),Enero,Sábado,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8867,2017,Hombre,(00 a 04),Enero,Domingo,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8868,2017,Mujer,(25 a 29),Enero,Jueves,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8869,2017,Hombre,(25 a 29),Enero,Viernes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8870,2017,Hombre,(45 a 49),Enero,Sábado,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8871,2017,Hombre,(60 a 64),Enero,Sábado,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8872,2017,Mujer,(30 a 34),Enero,Lunes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8873,2017,Mujer,(35 a 39),Enero,Miércoles,Tolima,Natagaima,Violenta - Muertes en accidentes de transporte,Datos definitivos
8874,2017,Mujer,(75 a 79),Enero,Martes,Boyacá,Chiquinquirá,Violenta - Muertes en accidentes de transporte,Datos definitivos
8875,2017,Mujer,(20 a 24),Enero,Martes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8876,2017,Hombre,(20 a 24),Enero,Miércoles,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8877,2017,Hombre,(20 a 24),Enero,Miércoles,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8878,2017,Hombre,(18 a 19),Enero,Miércoles,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8879,2017,Hombre,(45 a 49),Enero,Miércoles,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8880,2017,Mujer,(55 a 59),Enero,Jueves,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8881,2017,Hombre,(30 a 34),Enero,Jueves,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8882,2017,Mujer,(70 a 74),Enero,Lunes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8883,2017,Hombre,(45 a 49),Enero,Viernes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8884,2017,Hombre,(10 a 14),Enero,Sábado,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8885,2017,Hombre,(60 a 64),Enero,Lunes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8886,2017,Hombre,(60 a 64),Enero,Lunes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8887,2017,Hombre,(40 a 44),Enero,Domingo,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8888,2017,Hombre,(20 a 24),Enero,Domingo,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8889,2017,Hombre,(25 a 29),Febrero,Miércoles,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8890,2017,Mujer,(40 a 44),Febrero,Miércoles,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8891,2017,Hombre,(25 a 29),Enero,Domingo,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8892,2017,Hombre,(40 a 44),Enero,Lunes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8893,2017,Hombre,(50 a 54),Febrero,Jueves,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8894,2017,Mujer,(75 a 79),Febrero,Jueves,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8895,2017,Hombre,(50 a 54),Enero,Domingo,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8896,2017,Hombre,(70 a 74),Febrero,Viernes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8897,2017,Mujer,(70 a 74),Febrero,Viernes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8898,2017,Hombre,(25 a 29),Febrero,Viernes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8899,2017,Hombre,(20 a 24),Febrero,Viernes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8900,2017,Hombre,(60 a 64),Febrero,Sábado,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8901,2017,Mujer,(20 a 24),Enero,Domingo,Meta,Puerto Concordia,Violenta - Muertes en accidentes de transporte,Datos definitivos
8902,2017,Mujer,(45 a 49),Febrero,Domingo,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8903,2017,Mujer,(80 y más),Febrero,Lunes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8904,2017,Hombre,(75 a 79),Febrero,Domingo,Cundinamarca,Fómeque,Violenta - Muertes en accidentes de transporte,Datos definitivos
8905,2017,Hombre,(18 a 19),Febrero,Lunes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8906,2017,Hombre,(80 y más),Febrero,Martes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8907,2017,Hombre,(30 a 34),Febrero,Lunes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8908,2017,Hombre,(20 a 24),Enero,Lunes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8909,2017,Hombre,(60 a 64),Febrero,Lunes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8910,2017,Hombre,(50 a 54),Enero,Martes,Cundinamarca,Fusagasugá,Violenta - Muertes en accidentes de transporte,Datos definitivos
8911,2017,Mujer,(55 a 59),Febrero,Miércoles,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8912,2017,Hombre,(30 a 34),Febrero,Miércoles,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8913,2017,Hombre,(40 a 44),Febrero,Jueves,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8914,2017,Hombre,(30 a 34),Febrero,Miércoles,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8915,2017,Hombre,(20 a 24),Febrero,Miércoles,Cundinamarca,Cota,Violenta - Muertes en accidentes de transporte,Datos definitivos
8916,2017,Hombre,(30 a 34),Enero,Viernes,Casanare,Tauramena,Violenta - Muertes en accidentes de transporte,Datos definitivos
8917,2017,Hombre,(20 a 24),Febrero,Viernes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8918,2017,Hombre,(35 a 39),Febrero,Jueves,Cundinamarca,Villa de San Diego de Ubaté,Violenta - Muertes en accidentes de transporte,Datos definitivos
8919,2017,Hombre,(20 a 24),Febrero,Sábado,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8920,2017,Hombre,(75 a 79),Febrero,Sábado,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8921,2017,Mujer,(25 a 29),Febrero,Viernes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8922,2017,Hombre,(40 a 44),Febrero,Sábado,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8923,2017,Mujer,(25 a 29),Febrero,Martes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8924,2017,Hombre,(20 a 24),Febrero,Miércoles,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8925,2017,Mujer,(75 a 79),Febrero,Viernes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8926,2017,Mujer,(40 a 44),Febrero,Jueves,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8927,2017,Hombre,(60 a 64),Enero,Domingo,Antioquia,Puerto Berrío,Violenta - Muertes en accidentes de transporte,Datos definitivos
8928,2017,Mujer,(30 a 34),Febrero,Lunes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8929,2017,Hombre,(75 a 79),Febrero,Lunes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8930,2017,Hombre,(50 a 54),Febrero,Lunes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8931,2017,Mujer,(45 a 49),Febrero,Martes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8932,2017,Hombre,(45 a 49),Febrero,Martes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8933,2017,Hombre,(30 a 34),Febrero,Miércoles,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8934,2017,Hombre,(10 a 14),Febrero,Miércoles,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8935,2017,Mujer,(75 a 79),Febrero,Martes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8936,2017,Mujer,(60 a 64),Febrero,Lunes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8937,2017,Mujer,(35 a 39),Febrero,Jueves,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8938,2017,Hombre,(20 a 24),Febrero,Jueves,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8939,2017,Hombre,(50 a 54),Febrero,Jueves,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8940,2017,Mujer,(60 a 64),Febrero,Lunes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8941,2017,Hombre,(50 a 54),Febrero,Jueves,Cundinamarca,La Vega,Violenta - Muertes en accidentes de transporte,Datos definitivos
8942,2017,Hombre,(20 a 24),Febrero,Viernes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8943,2017,Hombre,(25 a 29),Febrero,Sábado,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8944,2017,Hombre,(35 a 39),Febrero,Lunes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8945,2017,Hombre,(20 a 24),Febrero,Martes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8946,2017,Hombre,(50 a 54),Febrero,Jueves,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8947,2017,Hombre,(40 a 44),Febrero,Martes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8948,2017,Hombre,(80 y más),Febrero,Martes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8949,2017,Mujer,(50 a 54),Febrero,Martes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8950,2017,Hombre,(20 a 24),Marzo,Miércoles,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8951,2017,Mujer,(75 a 79),Febrero,Sábado,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8952,2017,Hombre,(65 a 69),Febrero,Lunes,Boyacá,Garagoa,Violenta - Muertes en accidentes de transporte,Datos definitivos
8953,2017,Hombre,(75 a 79),Febrero,Viernes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8954,2017,Hombre,(20 a 24),Marzo,Sábado,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8955,2017,Hombre,(45 a 49),Marzo,Jueves,Cundinamarca,Zipaquirá,Violenta - Muertes en accidentes de transporte,Datos definitivos
8956,2017,Hombre,(35 a 39),Marzo,Lunes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8957,2017,Hombre,(25 a 29),Marzo,Domingo,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8958,2017,Hombre,(45 a 49),Febrero,Jueves,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8959,2017,Mujer,(75 a 79),Marzo,Domingo,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8960,2017,Hombre,(45 a 49),Marzo,Domingo,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8961,2017,Hombre,(45 a 49),Marzo,Lunes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8962,2017,Hombre,(55 a 59),Febrero,Martes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8963,2017,Mujer,(70 a 74),Marzo,Lunes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8964,2017,Hombre,(55 a 59),Marzo,Martes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8965,2017,Hombre,(50 a 54),Marzo,Miércoles,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8966,2017,Hombre,(35 a 39),Marzo,Miércoles,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8967,2017,Hombre,(75 a 79),Marzo,Miércoles,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8968,2017,Hombre,(35 a 39),Marzo,Sábado,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8969,2017,Hombre,(20 a 24),Marzo,Domingo,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8970,2017,Hombre,(30 a 34),Marzo,Domingo,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8971,2017,Hombre,(20 a 24),Marzo,Lunes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8972,2017,Hombre,(20 a 24),Marzo,Martes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8973,2017,Hombre,(25 a 29),Marzo,Martes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8974,2017,Mujer,(30 a 34),Marzo,Martes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8975,2017,Hombre,(25 a 29),Marzo,Martes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8976,2017,Hombre,(80 y más),Marzo,Miércoles,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8977,2017,Hombre,(25 a 29),Marzo,Miércoles,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8978,2017,Hombre,(30 a 34),Marzo,Jueves,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8979,2017,Hombre,(55 a 59),Marzo,Jueves,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8980,2017,Hombre,(20 a 24),Marzo,Domingo,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8981,2017,Hombre,(50 a 54),Marzo,Sábado,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8982,2017,Hombre,(00 a 04),Marzo,Domingo,Cundinamarca,Cajicá,Violenta - Muertes en accidentes de transporte,Datos definitivos
8983,2017,Mujer,(50 a 54),Marzo,Miércoles,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8984,2017,Hombre,(20 a 24),Marzo,Sábado,Tolima,Honda,Violenta - Muertes en accidentes de transporte,Datos definitivos
8985,2017,Hombre,(70 a 74),Marzo,Miércoles,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8986,2017,Hombre,(80 y más),Marzo,Miércoles,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8987,2017,Hombre,(25 a 29),Marzo,Viernes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8988,2017,Hombre,(65 a 69),Marzo,Viernes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8989,2017,Hombre,(40 a 44),Marzo,Domingo,Tolima,Suárez,Violenta - Muertes en accidentes de transporte,Datos definitivos
8990,2017,Hombre,(35 a 39),Marzo,Jueves,Meta,Puerto López,Violenta - Muertes en accidentes de transporte,Datos definitivos
8991,2017,Hombre,(20 a 24),Marzo,Sábado,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8992,2017,Hombre,(25 a 29),Marzo,Lunes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8993,2017,Hombre,(75 a 79),Marzo,Lunes,Cundinamarca,La Mesa,Violenta - Muertes en accidentes de transporte,Datos definitivos
8994,2017,Mujer,(50 a 54),Marzo,Lunes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8995,2017,Hombre,(70 a 74),Marzo,Martes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8996,2017,Hombre,(30 a 34),Marzo,Miércoles,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8997,2017,Mujer,(55 a 59),Marzo,Lunes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8998,2017,Hombre,(25 a 29),Marzo,Domingo,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
8999,2017,Hombre,(60 a 64),Abril,Martes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
9000,2017,Mujer,(30 a 34),Abril,Miércoles,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
9001,2017,Hombre,(18 a 19),Abril,Jueves,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
9002,2017,Mujer,(60 a 64),Abril,Miércoles,Arauca,Arauca,Violenta - Muertes en accidentes de transporte,Datos definitivos
9003,2017,Mujer,(18 a 19),Abril,Jueves,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
9004,2017,Mujer,(45 a 49),Abril,Jueves,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
9005,2017,Hombre,(30 a 34),Abril,Viernes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
