ID,Año del hecho,Sexo de la victima,Grupo de edad de la victima,Mes del hecho,Dia del hecho,Departamento del hecho DANE,Municipio del hecho DANE,Lesion fatal de causa externa,Estado
9006,2017,Hombre,(25 a 29),Abril,Jueves,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
9007,2017,Hombre,(25 a 29),Abril,Viernes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
9008,2017,Hombre,(45 a 49),Abril,Domingo,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
9009,2017,Hombre,(75 a 79),Abril,Jueves,Cundinamarca,Funza,Violenta - Muertes en accidentes de transporte,Datos definitivos
9010,2017,Hombre,(25 a 29),Abril,Viernes,Cundinamarca,Nemocón,Violenta - Muertes en accidentes de transporte,Datos definitivos
9011,2017,Hombre,(20 a 24),Abril,Miércoles,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
9012,2017,Hombre,(45 a 49),Febrero,Domingo,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
9013,2017,Hombre,(40 a 44),Abril,Jueves,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
9014,2017,Hombre,(80 y más),Marzo,Jueves,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
9015,2017,Hombre,(40 a 44),Abril,Viernes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
9016,2017,Mujer,(25 a 29),Abril,Sábado,Cundinamarca,Villa de San Diego de Ubaté,Violenta - Muertes en accidentes de transporte,Datos definitivos
9017,2017,Hombre,(75 a 79),Abril,Martes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
9018,2017,Hombre,(30 a 34),Abril,Jueves,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
9019,2017,Hombre,(25 a 29),Abril,Martes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
9020,2017,Hombre,(55 a 59),Abril,Martes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
9021,2017,Hombre,(35 a 39),Abril,Martes,Cundinamarca,Cáqueza,Violenta - Muertes en accidentes de transporte,Datos definitivos
9022,2017,Mujer,(40 a 44),Abril,Sábado,Cundinamarca,Fusagasugá,Violenta - Muertes en accidentes de transporte,Datos definitivos
9023,2017,Mujer,(18 a 19),Abril,Martes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
9024,2017,Hombre,(25 a 29),Abril,Viernes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
9025,2017,Mujer,(45 a 49),Abril,Sábado,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
9026,2017,Mujer,(70 a 74),Abril,Jueves,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
9027,2017,Hombre,(20 a 24),Abril,Domingo,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
9028,2017,Hombre,(65 a 69),Abril,Sábado,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
9029,2017,Hombre,(30 a 34),Abril,Lunes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
9030,2017,Hombre,(80 y más),Abril,Viernes,Cundinamarca,Guaduas,Violenta - Muertes en accidentes de transporte,Datos definitivos
9031,2017,Hombre,(60 a 64),Abril,Sábado,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
9032,2017,Hombre,(20 a 24),Abril,Martes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
9033,2017,Hombre,(45 a 49),Abril,Jueves,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
9034,2017,Hombre,(65 a 69),Abril,Martes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
9035,2017,Hombre,(30 a 34),Abril,Miércoles,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
9036,2017,Hombre,(65 a 69),Abril,Martes,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
9037,2017,Hombre,(35 a 39),Abril,Jueves,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
9038,2017,Hombre,(70 a 74),Abril,Jueves,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
9039,2017,Hombre,(80 y más),Abril,Jueves,Boyacá,Chiquinquirá,Violenta - Muertes en accidentes de transporte,Datos definitivos
9040,2017,Mujer,(65 a 69),Abril,Miércoles,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
9041,2017,Mujer,(75 a 79),Abril,Jueves,Caquetá,Florencia,Violenta - Muertes en accidentes de transporte,Datos definitivos
9042,2017,Hombre,(40 a 44),Abril,Sábado,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
9043,2017,Hombre,(20 a 24),Abril,Domingo,"Bogotá, D.C.","Bogotá, D.C.",Violenta - Muertes en accidentes de transporte,Datos definitivos
9044,2017,Hombre,(50 a 54),Abril,Viernes,Valle del Cauca,Sevilla,Violenta - Muertes en accidentes de transporte,Datos definitivos
9045,2017,Hombre,(30 a 34),Enero,Domingo,Sucre,Sincelejo,Violenta - Muertes en accidentes de transporte,Datos definitivos
9046,2017,Mujer,(30 a 34),Enero,Domingo,Sucre,San Onofre,Violenta - Muertes en accidentes de transporte,Datos definitivos
9047,2017,Hombre,(25 a 29),Enero,Lunes,Bolívar,Magangué,Violenta - Muertes en accidentes de transporte,Datos definitivos
9048,2017,Hombre,(40 a 44),Enero,Lunes,Bolívar,Magangué,Violenta - Muertes en accidentes de transporte,Datos definitivos
9049,2017,Hombre,(80 y más),Enero,Viernes,Sucre,Sincelejo,Violenta - Muertes en accidentes de transporte,Datos definitivos
9050,2017,Mujer,(65 a 69),Enero,Viernes,Sucre,Sincelejo,Violenta - Muertes en accidentes de transporte,Datos definitivos
9051,2017,Hombre,(75 a 79),Enero,Sábado,Sucre,Sucre,Violenta - Muertes en accidentes de transporte,Datos definitivos
9052,2017,Hombre,(55 a 59),Febrero,Miércoles,Sucre,Sampués,Violenta - Muertes en accidentes de transporte,Datos definitivos
9053,2017,Hombre,(45 a 49),Febrero,Sábado,Sucre,Corozal,Violenta - Muertes en accidentes de transporte,Datos definitivos
9054,2017,Hombre,(50 a 54),Febrero,Martes,Sucre,Corozal,Violenta - Muertes en accidentes de transporte,Datos definitivos
9055,2017,Hombre,(20 a 24),Febrero,Domingo,Sucre,Sincelejo,Violenta - Muertes en accidentes de transporte,Datos definitivos
9056,2017,Hombre,(45 a 49),Febrero,Martes,Sucre,Sincelejo,Violenta - Muertes en accidentes de transporte,Datos definitivos
9057,2017,Hombre,(35 a 39),Febrero,Martes,Sucre,Sincelejo,Violenta - Muertes en accidentes de transporte,Datos definitivos
9058,2017,Hombre,(25 a 29),Marzo,Domingo,Sucre,Los Palmitos,Violenta - Muertes en accidentes de transporte,Datos definitivos
9059,2017,Hombre,(40 a 44),Marzo,Martes,Sucre,Sincelejo,Violenta - Muertes en accidentes de transporte,Datos definitivos
9060,2017,Hombre,(20 a 24),Marzo,Domingo,Sucre,San Marcos,Violenta - Muertes en accidentes de transporte,Datos definitivos
9061,2017,Hombre,(25 a 29),Marzo,Domingo,Córdoba,Purísima de la Concepción,Violenta - Muertes en accidentes de transporte,Datos definitivos
9062,2017,Hombre,(25 a 29),Marzo,Jueves,Sucre,Corozal,Violenta - Muertes en accidentes de transporte,Datos definitivos
9063,2017,Hombre,(35 a 39),Marzo,Jueves,Sucre,Sincelejo,Violenta - Muertes en accidentes de transporte,Datos definitivos
9064,2017,Hombre,(50 a 54),Marzo,Martes,Córdoba,Chinú,Violenta - Muertes en accidentes de transporte,Datos definitivos
9065,2017,Hombre,(18 a 19),Marzo,Martes,Sucre,Sincelejo,Violenta - Muertes en accidentes de transporte,Datos definitivos
9066,2017,Hombre,(15 a 17),Marzo,Martes,Sucre,Sincelejo,Violenta - Muertes en accidentes de transporte,Datos definitivos
9067,2017,Hombre,(20 a 24),Abril,Miércoles,Sucre,Sincelejo,Violenta - Muertes en accidentes de transporte,Datos definitivos
9068,2017,Hombre,(45 a 49),Abril,Viernes,Sucre,Sincelejo,Violenta - Muertes en accidentes de transporte,Datos definitivos
9069,2017,Hombre,(40 a 44),Abril,Viernes,Sucre,Sincelejo,Violenta - Muertes en accidentes de transporte,Datos definitivos
9070,2017,Hombre,(80 y más),Abril,Sábado,Sucre,Sincelejo,Violenta - Muertes en accidentes de transporte,Datos definitivos
9071,2017,Hombre,(20 a 24),Abril,Sábado,Sucre,San Marcos,Violenta - Muertes en accidentes de transporte,Datos definitivos
9072,2017,Hombre,(20 a 24),Abril,Jueves,Sucre,Los Palmitos,Violenta - Muertes en accidentes de transporte,Datos definitivos
9073,2017,Hombre,(25 a 29),Abril,Viernes,Sucre,San Onofre,Violenta - Muertes en accidentes de transporte,Datos definitivos
9074,2017,Hombre,(65 a 69),Abril,Lunes,Córdoba,San Antero,Violenta - Muertes en accidentes de transporte,Datos definitivos
9075,2017,Hombre,(40 a 44),Abril,Sábado,Sucre,Sincelejo,Violenta - Muertes en accidentes de transporte,Datos definitivos
9076,2017,Hombre,(60 a 64),Abril,Sábado,Sucre,San Luis de Sincé,Violenta - Muertes en accidentes de transporte,Datos definitivos
9077,2017,Hombre,(35 a 39),Abril,Domingo,Sucre,Chalán,Violenta - Muertes en accidentes de transporte,Datos definitivos
9078,2017,Hombre,(60 a 64),Abril,Domingo,Sucre,San Benito Abad,Violenta - Muertes en accidentes de transporte,Datos definitivos
9079,2017,Hombre,(80 y más),Abril,Lunes,Sucre,Sampués,Violenta - Muertes en accidentes de transporte,Datos definitivos
9080,2017,Mujer,(30 a 34),Enero,Martes,Cundinamarca,Soacha,Violenta - Muertes en accidentes de transporte,Datos definitivos
9081,2017,Hombre,(20 a 24),Enero,Jueves,Cundinamarca,Soacha,Violenta - Muertes en accidentes de transporte,Datos definitivos
9082,2017,Hombre,(60 a 64),Enero,Lunes,Cundinamarca,Soacha,Violenta - Muertes en accidentes de transporte,Datos definitivos
9083,2017,Hombre,(20 a 24),Enero,Martes,Cundinamarca,Soacha,Violenta - Muertes en accidentes de transporte,Datos definitivos
9084,2017,Hombre,(20 a 24),Enero,Martes,Cundinamarca,Soacha,Violenta - Muertes en accidentes de transporte,Datos definitivos
9085,2017,Hombre,(50 a 54),Enero,Martes,Cundinamarca,Soacha,Violenta - Muertes en accidentes de transporte,Datos definitivos
9086,2017,Hombre,(10 a 14),Enero,Jueves,Cundinamarca,Soacha,Violenta - Muertes en accidentes de transporte,Datos definitivos
9087,2017,Mujer,(60 a 64),Enero,Sábado,Cundinamarca,Soacha,Violenta - Muertes en accidentes de transporte,Datos definitivos
9088,2017,Hombre,(65 a 69),Enero,Martes,Cundinamarca,Soacha,Violenta - Muertes en accidentes de transporte,Datos definitivos
9089,2017,Hombre,(55 a 59),Febrero,Jueves,Cundinamarca,Soacha,Violenta - Muertes en accidentes de transporte,Datos definitivos
9090,2017,Hombre,(20 a 24),Febrero,Martes,Cundinamarca,Soacha,Violenta - Muertes en accidentes de transporte,Datos definitivos
9091,2017,Hombre,(55 a 59),Febrero,Sábado,Cundinamarca,Soacha,Violenta - Muertes en accidentes de transporte,Datos definitivos
9092,2017,Hombre,(55 a 59),Febrero,Miércoles,Cundinamarca,Soacha,Violenta - Muertes en accidentes de transporte,Datos definitivos
9093,2017,Hombre,(40 a 44),Febrero,Martes,Cundinamarca,Soacha,Violenta - Muertes en accidentes de transporte,Datos definitivos
9094,2017,Hombre,(55 a 59),Marzo,Viernes,Cundinamarca,Soacha,Violenta - Muertes en accidentes de transporte,Datos definitivos
9095,2017,Hombre,(75 a 79),Marzo,Miércoles,Cundinamarca,Soacha,Violenta - Muertes en accidentes de transporte,Datos definitivos
9096,2017,Hombre,(35 a 39),Marzo,Lunes,Cundinamarca,Soacha,Violenta - Muertes en accidentes de transporte,Datos definitivos
9097,2017,Hombre,(60 a 64),Abril,Miércoles,Cundinamarca,Sibaté,Violenta - Muertes en accidentes de transporte,Datos definitivos
9098,2017,Hombre,(25 a 29),Abril,Viernes,Cundinamarca,Soacha,Violenta - Muertes en accidentes de transporte,Datos definitivos
9099,2017,Hombre,(45 a 49),Abril,Jueves,Boyacá,Firavitoba,Violenta - Muertes en accidentes de transporte,Datos definitivos
9100,2017,Hombre,(40 a 44),Enero,Domingo,Boyacá,Pesca,Violenta - Muertes en accidentes de transporte,Datos definitivos
9101,2017,Hombre,(60 a 64),Enero,Sábado,Boyacá,Sogamoso,Violenta - Muertes en accidentes de transporte,Datos definitivos
9102,2017,Hombre,(25 a 29),Febrero,Miércoles,Boyacá,Sogamoso,Violenta - Muertes en accidentes de transporte,Datos definitivos
9103,2017,Hombre,(20 a 24),Marzo,Lunes,Boyacá,Tópaga,Violenta - Muertes en accidentes de transporte,Datos definitivos
9104,2017,Hombre,(20 a 24),Marzo,Lunes,Boyacá,Sogamoso,Violenta - Muertes en accidentes de transporte,Datos definitivos
9105,2017,Hombre,(10 a 14),Marzo,Miércoles,Boyacá,Sogamoso,Violenta - Muertes en accidentes de transporte,Datos definitivos
9106,2017,Hombre,(45 a 49),Marzo,Domingo,Boyacá,Sogamoso,Violenta - Muertes en accidentes de transporte,Datos definitivos
9107,2017,Hombre,(55 a 59),Marzo,Viernes,Boyacá,Sogamoso,Violenta - Muertes en accidentes de transporte,Datos definitivos
9108,2017,Hombre,(60 a 64),Abril,Domingo,Boyacá,Tota,Violenta - Muertes en accidentes de transporte,Datos definitivos
9109,2017,Hombre,(20 a 24),Abril,Viernes,Antioquia,Sonsón,Violenta - Muertes en accidentes de transporte,Datos definitivos
9110,2017,Hombre,(50 a 54),Abril,Lunes,Antioquia,Sopetrán,Violenta - Muertes en accidentes de transporte,Datos definitivos
9111,2017,Hombre,(40 a 44),Febrero,Viernes,Caldas,Marmato,Violenta - Muertes en accidentes de transporte,Datos definitivos
9112,2017,Hombre,(18 a 19),Marzo,Viernes,Caldas,Riosucio,Violenta - Muertes en accidentes de transporte,Datos definitivos
9113,2017,Hombre,(20 a 24),Marzo,Miércoles,Caldas,Supía,Violenta - Muertes en accidentes de transporte,Datos definitivos
9114,2017,Hombre,(55 a 59),Marzo,Jueves,Caldas,Marmato,Violenta - Muertes en accidentes de transporte,Datos definitivos
9115,2017,Hombre,(20 a 24),Febrero,Viernes,Arauca,Tame,Violenta - Muertes en accidentes de transporte,Datos definitivos
9116,2017,Hombre,(35 a 39),Abril,Domingo,Arauca,Tame,Violenta - Muertes en accidentes de transporte,Datos definitivos
9117,2017,Hombre,(05 a 09),Abril,Martes,Antioquia,Valdivia,Violenta - Muertes en accidentes de transporte,Datos definitivos
9118,2017,Hombre,(40 a 44),Enero,Jueves,Antioquia,Tarazá,Violenta - Muertes en accidentes de transporte,Datos definitivos
9119,2017,Hombre,(20 a 24),Febrero,Jueves,Antioquia,Titiribí,Violenta - Muertes en accidentes de transporte,Datos definitivos
9120,2017,Hombre,(30 a 34),Enero,Jueves,Valle del Cauca,San Pedro,Violenta - Muertes en accidentes de transporte,Datos definitivos
9121,2017,Mujer,(18 a 19),Enero,Viernes,Valle del Cauca,San Pedro,Violenta - Muertes en accidentes de transporte,Datos definitivos
9122,2017,Mujer,(45 a 49),Enero,Lunes,Valle del Cauca,Tuluá,Violenta - Muertes en accidentes de transporte,Datos definitivos
9123,2017,Hombre,(20 a 24),Enero,Miércoles,Valle del Cauca,Tuluá,Violenta - Muertes en accidentes de transporte,Datos definitivos
9124,2017,Hombre,(55 a 59),Enero,Miércoles,Valle del Cauca,La Unión,Violenta - Muertes en accidentes de transporte,Datos definitivos
9125,2017,Hombre,(30 a 34),Enero,Sábado,Valle del Cauca,Tuluá,Violenta - Muertes en accidentes de transporte,Datos definitivos
9126,2017,Hombre,(65 a 69),Febrero,Jueves,Valle del Cauca,Tuluá,Violenta - Muertes en accidentes de transporte,Datos definitivos
9127,2017,Hombre,(40 a 44),Febrero,Viernes,Valle del Cauca,Bugalagrande,Violenta - Muertes en accidentes de transporte,Datos definitivos
9128,2017,Hombre,(80 y más),Febrero,Domingo,Valle del Cauca,Tuluá,Violenta - Muertes en accidentes de transporte,Datos definitivos
9129,2017,Hombre,(70 a 74),Febrero,Sábado,Valle del Cauca,La Unión,Violenta - Muertes en accidentes de transporte,Datos definitivos
9130,2017,Hombre,(20 a 24),Febrero,Jueves,Valle del Cauca,El Dovio,Violenta - Muertes en accidentes de transporte,Datos definitivos
9131,2017,Hombre,(40 a 44),Febrero,Viernes,Valle del Cauca,Zarzal,Violenta - Muertes en accidentes de transporte,Datos definitivos
9132,2017,Hombre,(55 a 59),Marzo,Viernes,Valle del Cauca,Tuluá,Violenta - Muertes en accidentes de transporte,Datos definitivos
9133,2017,Hombre,(30 a 34),Marzo,Sábado,Valle del Cauca,Toro,Violenta - Muertes en accidentes de transporte,Datos definitivos
9134,2017,Mujer,(65 a 69),Febrero,Jueves,Valle del Cauca,Tuluá,Violenta - Muertes en accidentes de transporte,Datos definitivos
9135,2017,Mujer,(65 a 69),Febrero,Jueves,Valle del Cauca,Tuluá,Violenta - Muertes en accidentes de transporte,Datos definitivos
9136,2017,Hombre,(80 y más),Marzo,Lunes,Valle del Cauca,Riofrío,Violenta - Muertes en accidentes de transporte,Datos definitivos
9137,2017,Mujer,(05 a 09),Marzo,Sábado,Valle del Cauca,Restrepo,Violenta - Muertes en accidentes de transporte,Datos definitivos
9138,2017,Mujer,(10 a 14),Marzo,Martes,Valle del Cauca,Bugalagrande,Violenta - Muertes en accidentes de transporte,Datos definitivos
9139,2017,Hombre,(18 a 19),Abril,Domingo,Valle del Cauca,Riofrío,Violenta - Muertes en accidentes de transporte,Datos definitivos
9140,2017,Hombre,(25 a 29),Abril,Martes,Valle del Cauca,La Victoria,Violenta - Muertes en accidentes de transporte,Datos definitivos
9141,2017,Hombre,(55 a 59),Abril,Viernes,Valle del Cauca,Bugalagrande,Violenta - Muertes en accidentes de transporte,Datos definitivos
9142,2017,Hombre,(20 a 24),Abril,Lunes,Valle del Cauca,Calima,Violenta - Muertes en accidentes de transporte,Datos definitivos
9143,2017,Hombre,(35 a 39),Abril,Lunes,Valle del Cauca,Trujillo,Violenta - Muertes en accidentes de transporte,Datos definitivos
9144,2017,Hombre,(55 a 59),Abril,Sábado,Valle del Cauca,Bugalagrande,Violenta - Muertes en accidentes de transporte,Datos definitivos
9145,2017,Hombre,(30 a 34),Abril,Viernes,Valle del Cauca,Tuluá,Violenta - Muertes en accidentes de transporte,Datos definitivos
9146,2017,Hombre,(20 a 24),Febrero,Domingo,Nariño,San Andrés de Tumaco,Violenta - Muertes en accidentes de transporte,Datos definitivos
9147,2017,Hombre,(40 a 44),Febrero,Domingo,Nariño,San Andrés de Tumaco,Violenta - Muertes en accidentes de transporte,Datos definitivos
9148,2017,Hombre,(30 a 34),Febrero,Martes,Nariño,San Andrés de Tumaco,Violenta - Muertes en accidentes de transporte,Datos definitivos
9149,2017,Mujer,(30 a 34),Febrero,Viernes,Nariño,San Andrés de Tumaco,Violenta - Muertes en accidentes de transporte,Datos definitivos
9150,2017,Hombre,(20 a 24),Febrero,Viernes,Nariño,San Andrés de Tumaco,Violenta - Muertes en accidentes de transporte,Datos definitivos
9151,2017,Mujer,(50 a 54),Febrero,Domingo,Nariño,San Andrés de Tumaco,Violenta - Muertes en accidentes de transporte,Datos definitivos
9152,2017,Hombre,(00 a 04),Febrero,Domingo,Nariño,San Andrés de Tumaco,Violenta - Muertes en accidentes de transporte,Datos definitivos
9153,2017,Hombre,(45 a 49),Febrero,Lunes,Nariño,San Andrés de Tumaco,Violenta - Muertes en accidentes de transporte,Datos definitivos
9154,2017,Mujer,(25 a 29),Febrero,Domingo,Nariño,San Andrés de Tumaco,Violenta - Muertes en accidentes de transporte,Datos definitivos
9155,2017,Hombre,(18 a 19),Marzo,Jueves,Nariño,San Andrés de Tumaco,Violenta - Muertes en accidentes de transporte,Datos definitivos
9156,2017,Hombre,(45 a 49),Marzo,Domingo,Nariño,San Andrés de Tumaco,Violenta - Muertes en accidentes de transporte,Datos definitivos
9157,2017,Mujer,(20 a 24),Marzo,Domingo,Nariño,San Andrés de Tumaco,Violenta - Muertes en accidentes de transporte,Datos definitivos
9158,2017,Hombre,(45 a 49),Marzo,Domingo,Nariño,San Andrés de Tumaco,Violenta - Muertes en accidentes de transporte,Datos definitivos
9159,2017,Mujer,(00 a 04),Marzo,Sábado,Nariño,San Andrés de Tumaco,Violenta - Muertes en accidentes de transporte,Datos definitivos
9160,2017,Hombre,(50 a 54),Abril,Domingo,Nariño,San Andrés de Tumaco,Violenta - Muertes en accidentes de transporte,Datos definitivos
